,fund_id,fund_num,fund_name,fund_onevalue,fund_time,fund_1year,fund_2year,fund_3year,fund_5year,fund_star,fund_fee
1804,1805,020028,国泰信用债券C,1.1780,07-25,-0.30%,-0.11%,1.55%,--,1,0.00%
1805,1806,164205,天弘鑫动力灵活配置混合,1.1050,07-25,-0.31%,0.83%,19.88%,50.58%,0,0.15%
1806,1807,213007,宝盈增强收益债券A/B,1.1295,07-25,-0.31%,-0.22%,3.77%,16.15%,3,0.08%
1807,1808,000463,华商双债丰利债券A,1.2600,07-25,-0.32%,2.43%,12.17%,--,0,0.08%
1808,1809,002674,中融融丰纯债A,0.9860,07-25,-0.33%,--,--,--,0,0.06%
1809,1810,080009,长盛同禧债券A,1.3250,07-25,-0.34%,-0.56%,3.24%,17.69%,2,0.08%
1810,1811,001088,华宝国策导向混合,0.7700,07-25,-0.34%,-2.98%,--,--,0,0.15%
1811,1812,163503,天治核心成长混合(LOF),0.4698,07-25,-0.35%,-7.84%,-6.86%,6.30%,1,0.15%
1812,1813,002103,招商康泰养老混合,0.9900,07-25,-0.35%,--,--,--,0,0.15%
1813,1814,690006,民生信用双利债券A,1.5630,07-25,-0.36%,0.83%,7.35%,25.83%,3,0.08%
1814,1815,320015,诺安行业轮动混合,1.0008,07-25,-0.37%,0.79%,3.95%,16.97%,0,0.12%
1815,1816,002275,中邮纯债聚利债券C,0.9940,07-25,-0.37%,--,--,--,0,0.00%
1816,1817,000880,富国研究精选灵活配置,1.3400,07-25,-0.38%,1.53%,--,--,0,0.15%
1817,1818,270007,广发大盘成长,1.0726,07-25,-0.39%,2.24%,9.28%,34.80%,3,0.15%
1818,1819,000976,长城新兴产业混合,1.1470,07-25,-0.40%,0.74%,--,--,0,0.15%
1819,1820,660005,农银中小盘混合,2.4046,07-25,-0.40%,0.18%,8.35%,43.17%,2,0.15%
1820,1821,001396,建信互联网+产业升级股票,0.7170,07-25,-0.40%,-4.73%,--,--,0,0.15%
1821,1822,260104,景顺长城内需增长混合,4.6520,07-25,-0.40%,0.18%,-1.41%,14.21%,1,0.15%
1822,1823,660012,农银消费主题混合,2.3575,07-25,-0.41%,-0.67%,5.34%,39.99%,3,0.15%
1823,1824,540005,汇丰晋信平稳增利债券A,1.0363,07-25,-0.41%,0.20%,2.70%,8.06%,2,0.08%
1824,1825,217002,招商安泰平衡,1.0253,07-25,-0.42%,-1.46%,0.54%,16.36%,1,0.15%
1825,1826,002896,东方臻馨债券A,0.9830,07-25,-0.42%,--,--,--,0,0.08%
1826,1827,000944,工银中高等级信用债债券B,1.0050,07-25,-0.43%,--,--,--,0,0.00%
1827,1828,610103,信达澳银稳定价值债B,1.0630,07-25,-0.44%,0.62%,4.92%,16.28%,2,0.00%
1828,1829,400029,东方双债添利债券C,1.4701,07-25,-0.44%,-1.15%,--,--,0,0.00%
1829,1830,253020,国联安德盛增利债A,1.3150,07-25,-0.45%,0.92%,5.05%,13.55%,3,0.08%
1830,1831,163110,申万量化小盘,2.6278,07-25,-0.45%,9.84%,31.46%,91.73%,4,0.15%
1831,1832,002927,长盛盛和纯债A,0.9864,07-25,-0.46%,--,--,--,0,0.08%
1832,1833,001904,光大欣鑫混合C,1.0830,07-25,-0.46%,--,--,--,0,0.00%
1833,1834,519189,万家恒利C,1.2332,07-25,-0.46%,0.86%,4.04%,--,2,0.00%
1834,1835,001261,中融新机遇混合,0.9930,07-25,-0.47%,-0.38%,--,--,0,0.15%
1835,1836,400020,东方安心收益保本,0.9805,07-25,-0.50%,-0.57%,3.40%,--,0,0.12%
1836,1837,519680,交银增利A/B,0.9731,07-25,-0.51%,-0.37%,3.27%,12.90%,2,0.08%
1837,1838,001214,华泰柏瑞中证500ETF联接,0.6276,07-25,-0.53%,-1.00%,--,--,0,0.10%
1838,1839,002790,长盛同享保本混合C,1.0000,07-25,-0.54%,--,--,--,0,0.00%
1839,1840,213917,宝盈增强债券C,1.0769,07-25,-0.57%,-0.72%,3.00%,14.73%,3,0.00%
1840,1841,550001,信诚四季红,1.0203,07-25,-0.57%,2.65%,10.36%,38.07%,4,0.12%
1841,1842,690206,民生信用双利债券C,1.5290,07-25,-0.57%,0.41%,6.70%,24.49%,3,0.00%
1842,1843,000557,国投新机遇混合C,1.2200,07-25,-0.58%,1.00%,7.30%,--,0,0.00%
1843,1844,000481,华商双债丰利债券C,1.2500,07-25,-0.58%,1.90%,11.18%,--,0,0.00%
1844,1845,002675,中融融丰纯债C,0.9810,07-25,-0.58%,--,--,--,0,0.00%
1845,1846,460008,华泰柏瑞稳健收益债券A,1.2720,07-25,-0.58%,0.29%,3.82%,--,3,0.08%
1846,1847,395001,中海稳健债券,1.0120,07-25,-0.60%,-0.68%,2.66%,12.44%,2,0.00%
1847,1848,001118,华宝事件驱动混合,0.7370,07-25,-0.62%,-2.56%,--,--,0,0.15%
1848,1849,002590,山西证券保本混合C,1.0020,07-25,-0.62%,--,--,--,0,0.10%
1849,1850,002465,东兴众智优选混合,0.9810,07-25,-0.62%,--,--,--,0,0.15%
1850,1851,460108,华泰柏瑞稳健收益债券C,1.2520,07-25,-0.65%,0.08%,3.39%,--,3,0.00%
1851,1852,000984,民生加银新收益债券A,0.9560,07-25,-0.66%,--,--,--,0,0.08%
1852,1853,400018,东方启明量化先锋基金,1.4768,07-25,-0.67%,4.16%,11.34%,--,0,0.15%
1853,1854,450004,国富深化价值混合,1.0140,07-25,-0.68%,-9.09%,-15.18%,-13.24%,1,0.15%
1854,1855,253021,国联安德盛增利债B,1.2940,07-25,-0.68%,0.45%,4.37%,12.38%,3,0.00%
1855,1856,519951,长信利泰灵活配置混合,0.9990,07-25,-0.70%,--,--,--,0,0.08%
1856,1857,000987,民生加银新收益债券C,0.9540,07-25,-0.71%,--,--,--,0,0.00%
1857,1858,040020,华安升级主题混合,1.1060,07-25,-0.72%,5.46%,11.52%,34.75%,2,0.15%
1858,1859,519718,交银纯债A,1.0070,07-25,-0.74%,-1.12%,1.43%,--,1,0.08%
1859,1860,519682,交银增利债券C,0.9688,07-25,-0.74%,-0.82%,2.58%,11.61%,2,0.00%
1860,1861,253060,国联安信心增长债券A,1.0291,07-25,-0.77%,-0.84%,1.59%,5.86%,0,0.06%
1861,1862,519683,交银双利A/B,1.1920,07-25,-0.79%,-1.54%,1.57%,16.28%,2,0.08%
1862,1863,080010,长盛同禧债券C,1.2830,07-25,-0.79%,-1.28%,2.17%,15.80%,2,0.00%
1863,1864,000355,南方丰元A,1.0980,07-25,-0.80%,0.14%,3.77%,--,3,0.08%
1864,1865,002011,华夏红利,2.3960,07-25,-0.81%,-1.37%,4.32%,27.73%,4,0.15%
1865,1866,260109,景顺长城内需贰号混合,0.9320,07-25,-0.82%,-0.17%,-1.77%,13.02%,1,0.15%
1866,1867,377150,上投摩根健康品质生活混合,2.0270,07-25,-0.84%,-0.24%,7.32%,31.77%,4,0.15%
1867,1868,690002,民生增强债券A,1.8960,07-25,-0.84%,0.08%,8.79%,33.84%,3,0.08%
1868,1869,290008,泰信发展主题混合,1.1230,07-25,-0.85%,-1.94%,1.49%,27.94%,3,0.15%
1869,1870,002589,山西证券保本混合A,0.9950,07-25,-0.88%,--,--,--,0,0.00%
1870,1871,001395,博时新趋势混合C,1.0300,07-25,-0.89%,1.02%,--,--,0,0.10%
1871,1872,160915,大成景丰债券(LOF),1.1070,07-25,-0.89%,0.06%,7.70%,27.34%,3,0.08%
1872,1873,519989,长信利丰债券C,1.3890,07-25,-0.89%,-0.87%,7.01%,29.78%,4,0.00%
1873,1874,450010,国富策略回报混合,1.2640,07-25,-0.93%,-2.16%,2.09%,20.63%,2,0.15%
1874,1875,163109,申万菱信深证成指分级,0.5867,07-25,-0.94%,-1.67%,-1.40%,8.76%,0,0.12%
1875,1876,002206,博时裕康纯债债券,1.0035,07-25,-0.95%,--,--,--,0,0.08%
1876,1877,002504,鹏华金鼎保本混合A,0.9810,07-25,-0.96%,--,--,--,0,0.15%
1877,1878,253061,国联安信心增长债券B,1.0235,07-25,-0.96%,-1.17%,1.10%,4.99%,0,0.00%
1878,1879,519720,交银纯债C,1.0010,07-25,-0.97%,-1.59%,0.71%,--,1,0.00%
1879,1880,000356,南方丰元C,1.0870,07-25,-0.97%,-0.24%,3.17%,--,2,0.00%
1880,1881,001135,益民品质升级混合,0.6150,07-25,-0.99%,-4.51%,--,--,0,0.15%
1881,1882,000003,中海可转债A,0.8160,07-25,-0.99%,-7.50%,-13.23%,--,1,0.08%
1882,1883,519967,长信利富债券,0.9882,07-25,-1.00%,-1.34%,--,--,0,0.08%
1883,1884,166016,中欧纯债债券(LOF)C,1.2280,07-25,-1.00%,0.15%,4.93%,--,0,0.00%
1884,1885,001300,大成睿景灵活配置混合A,0.7310,07-25,-1.00%,-0.51%,--,--,0,0.15%
1885,1886,164814,工银双债增强债券,0.9970,07-25,-1.02%,0.15%,5.41%,--,0,0.08%
1886,1887,160123,南方中债10年期国债A,1.1776,07-25,-1.02%,-0.45%,1.41%,5.25%,0,0.08%
1887,1888,000118,广发聚鑫债券A,1.1850,07-25,-1.02%,-1.03%,7.48%,--,3,0.08%
1888,1889,001040,新华策略精选股票,0.9620,07-25,-1.03%,3.92%,--,--,0,0.15%
1889,1890,000053,鹏华实业债纯债债券,1.3484,07-25,-1.04%,-2.37%,1.35%,--,2,0.08%
1890,1891,000960,招商医药健康产业股票,1.0280,07-25,-1.04%,-0.16%,--,--,0,0.15%
1891,1892,001951,金鹰改革红利混合,1.0680,07-25,-1.05%,--,--,--,0,0.15%
1892,1893,690202,民生增强债券C,1.8340,07-25,-1.06%,-0.33%,8.12%,32.39%,3,0.00%
1893,1894,519685,交银双利债券C,1.1600,07-25,-1.06%,-2.01%,0.85%,14.88%,2,0.00%
1894,1895,001220,民生加银研究精选混合,0.8120,07-25,-1.07%,-1.77%,--,--,0,0.15%
1895,1896,000298,中海纯债债券A,1.0060,07-25,-1.07%,-0.37%,2.68%,--,0,0.08%
1896,1897,001221,国联安鑫富混合A,1.0558,07-25,-1.08%,0.45%,--,--,0,0.15%
1897,1898,000390,华商优势行业,1.0080,07-25,-1.09%,1.64%,21.28%,--,5,0.15%
1898,1899,470008,汇添富策略回报混合,1.5070,07-25,-1.12%,-1.07%,3.85%,28.08%,2,0.15%
1899,1900,000839,上投摩根纯债丰利债券A,0.9980,07-25,-1.12%,0.08%,--,--,0,0.08%
1900,1901,519993,长信增利动态策略混合,1.0042,07-25,-1.12%,3.04%,17.60%,55.55%,3,0.15%
1901,1902,580001,东吴嘉禾优势精选,0.8346,07-25,-1.14%,2.43%,-1.32%,6.38%,1,0.15%
1902,1903,000119,广发聚鑫债券C,1.1810,07-25,-1.14%,-1.32%,7.17%,--,3,0.00%
1903,1904,206009,鹏华新兴产业混合,2.0510,07-25,-1.16%,1.45%,11.77%,48.33%,3,0.15%
1904,1905,002408,中信建投医改,1.0100,07-25,-1.16%,--,--,--,0,0.12%
1905,1906,000218,国泰黄金ETF联接A,1.0457,07-25,-1.16%,--,--,--,0,0.07%
1906,1907,002187,国联安鑫富混合C,1.0511,07-25,-1.17%,--,--,--,0,0.15%
1907,1908,160124,南方中债10年期国债C,1.1493,07-25,-1.18%,-0.86%,0.78%,4.17%,0,0.00%
1908,1909,320003,诺安先锋混合,1.3047,07-25,-1.18%,0.22%,4.17%,26.67%,2,0.15%
1909,1910,000997,南方双元A,1.0360,07-25,-1.20%,-0.02%,--,--,0,0.08%
1910,1911,160634,鹏华环保分级,1.0830,07-25,-1.21%,0.41%,--,--,0,0.12%
1911,1912,720002,财通多策略稳健增长债券A,0.9620,07-25,-1.22%,-0.92%,0.96%,8.39%,2,0.08%
1912,1913,000840,上投摩根纯债丰利债券C,0.9940,07-25,-1.23%,-0.19%,--,--,0,0.00%
1913,1914,000307,易方达黄金ETF联接A,0.9798,07-25,-1.25%,--,--,--,0,0.07%
1914,1915,001279,中海积极增利混合,0.8410,07-25,-1.25%,-3.15%,--,--,0,0.15%
1915,1916,160633,鹏华证券分级,0.9470,07-25,-1.26%,-3.19%,--,--,0,0.12%
1916,1917,410010,华富中小板指数增强,1.3280,07-25,-1.27%,-5.99%,-5.28%,9.97%,0,0.12%
1917,1918,000299,中海纯债债券C,0.9940,07-25,-1.27%,-0.74%,2.24%,--,0,0.00%
1918,1919,000004,中海可转债C,0.8190,07-25,-1.27%,-7.89%,-13.37%,--,1,0.00%
1919,1920,001021,华夏亚债中国指数A,1.1260,07-25,-1.27%,-0.11%,2.81%,8.29%,0,0.08%
1920,1921,001239,长盛国企改革混合,0.4610,07-25,-1.29%,-7.89%,--,--,0,0.15%
1921,1922,002610,博时黄金ETF联接A,0.9701,07-25,-1.30%,--,--,--,0,0.06%
1922,1923,164701,汇添富黄金及贵金属,0.6140,07-24,-1.30%,3.51%,1.65%,-6.17%,0,0.08%
1923,1924,000402,工银纯债债券A,1.1700,07-25,-1.30%,0.04%,4.16%,--,0,0.08%
1924,1925,660001,农银行业成长混合,2.1827,07-25,-1.30%,-2.47%,0.78%,26.02%,2,0.15%
1925,1926,160106,南方高增长混合(LOF),1.2614,07-25,-1.30%,0.63%,5.55%,32.28%,2,0.15%
1926,1927,160639,鹏华高铁分级,0.7770,07-25,-1.31%,-3.94%,--,--,0,0.12%
1927,1928,610007,信达澳银消费优选混合,1.2750,07-25,-1.32%,-2.27%,0.07%,--,4,0.15%
1928,1929,000998,南方双元C,1.0320,07-25,-1.32%,-0.24%,--,--,0,0.00%
1929,1930,002182,东兴蓝海财富混合,0.7740,07-25,-1.33%,--,--,--,0,0.15%
1930,1931,002505,鹏华金鼎保本混合C,0.9720,07-25,-1.33%,--,--,--,0,0.00%
1931,1932,000945,华夏医疗健康混合A,1.3660,07-25,-1.33%,3.13%,--,--,0,0.12%
1932,1933,121008,国投瑞银成长优选混合,0.5264,07-25,-1.35%,-3.98%,-1.00%,18.31%,1,0.15%
1933,1934,001301,大成睿景灵活配置混合C,0.7180,07-25,-1.36%,-1.28%,--,--,0,0.00%
1934,1935,000534,长盛高端装备制造灵活配置,1.5270,07-25,-1.37%,-0.30%,2.08%,--,0,0.15%
1935,1936,000763,工银新财富灵活配置混合,1.4680,07-25,-1.37%,3.53%,--,--,0,0.15%
1936,1937,320022,诺安研究精选股票,0.9340,07-25,-1.37%,4.07%,7.72%,--,0,0.15%
1937,1938,001023,华夏亚债中国指数C,1.1010,07-25,-1.37%,-0.38%,2.34%,7.41%,0,0.00%
1938,1939,001218,国投瑞银精选收益混合,0.7000,07-25,-1.39%,-3.69%,--,--,0,0.15%
1939,1940,290014,泰信现代服务业混合,1.5850,07-25,-1.40%,0.98%,8.19%,--,4,0.15%
1940,1941,420008,天弘债券发起式A,1.1250,07-25,-1.41%,-2.05%,0.46%,--,1,0.08%
1941,1942,000039,农银高增长混合,1.8527,07-25,-1.43%,-2.71%,5.60%,--,5,0.15%
1942,1943,050001,博时价值增长,0.7880,07-25,-1.43%,-1.59%,-1.64%,5.81%,1,0.18%
1943,1944,000216,华安黄金易ETF联接A,1.0169,07-25,-1.43%,5.29%,7.49%,--,0,0.06%
1944,1945,001534,华宝万物互联混合,0.7750,07-25,-1.43%,-6.62%,--,--,0,0.15%
1945,1946,002963,易方达黄金ETF联接C,0.9764,07-25,-1.44%,--,--,--,0,0.00%
1946,1947,002693,中银合利债券,0.9600,07-25,-1.45%,--,--,--,0,0.08%
1947,1948,000403,工银纯债债券B,1.1590,07-25,-1.46%,-0.35%,3.50%,--,0,0.00%
1948,1949,001195,工银农业产业股票,0.5700,07-25,-1.46%,-4.67%,--,--,0,0.15%
1949,1950,163118,申万菱信申万医药生物分级,0.8485,07-25,-1.46%,-0.10%,--,--,0,0.12%
1950,1951,001236,博时丝路主题股票A,0.7920,07-25,-1.46%,3.29%,--,--,0,0.15%
1951,1952,001241,国寿安保中证500ETF联接,0.5793,07-25,-1.47%,-2.30%,--,--,0,0.12%
1952,1953,002611,博时黄金ETF联接C,0.9651,07-25,-1.50%,--,--,--,0,0.00%
1953,1954,320016,诺安多策略混合,1.5900,07-25,-1.51%,0.27%,5.89%,37.76%,2,0.15%
1954,1955,560003,益民创新优势,0.8660,07-25,-1.57%,-5.87%,-8.64%,1.84%,1,0.15%
1955,1956,240009,华宝先进成长混合,2.8650,07-25,-1.57%,-5.09%,1.81%,37.25%,2,0.15%
1956,1957,002567,大成国家安全主题混合,0.9070,07-25,-1.57%,--,--,--,0,0.15%
1957,1958,000217,华安黄金易ETF联接C,1.0118,07-25,-1.58%,5.12%,7.35%,--,0,0.00%
1958,1959,550006,信诚经典优债债券A,1.1730,07-25,-1.59%,0.47%,3.37%,10.50%,2,0.08%
1959,1960,000946,华夏医疗健康混合C,1.3490,07-25,-1.61%,2.57%,--,--,0,0.00%
1960,1961,590005,中邮核心主题混合,1.7250,07-25,-1.63%,-1.52%,3.48%,46.63%,3,0.15%
1961,1962,001416,嘉实事件驱动股票,0.8140,07-25,-1.63%,0.88%,--,--,0,0.15%
1962,1963,420108,天弘债券发起式B,1.1030,07-25,-1.64%,-2.46%,-0.18%,--,1,0.00%
1963,1964,470098,汇添富逆向投资混合,1.7140,07-25,-1.66%,3.93%,11.60%,52.35%,3,0.15%
1964,1965,161116,易方达黄金主题,0.7230,07-24,-1.66%,4.05%,6.06%,0.77%,0,0.10%
1965,1966,162711,广发中证500ETF联接A,1.3054,07-25,-1.66%,-2.64%,-0.62%,25.12%,0,0.12%
1966,1967,160219,国泰国证医药卫生指数分级,0.7684,07-25,-1.67%,-0.55%,2.45%,--,0,0.10%
1967,1968,217001,招商安泰混合,0.3502,07-25,-1.67%,0.71%,11.62%,49.72%,4,0.15%
1968,1969,160635,鹏华中证医药卫生(LOF),0.9900,07-25,-1.68%,--,--,--,0,0.12%
1969,1970,001861,富安达健康人生混合,0.9866,07-25,-1.69%,--,--,--,0,0.15%
1970,1971,270026,广发中小板300联接,1.1764,07-25,-1.69%,-2.50%,-1.27%,18.47%,0,0.12%
1971,1972,001004,新华稳健回报混合发起式,0.7880,07-25,-1.69%,-2.94%,--,--,0,0.12%
1972,1973,202108,南方润元A,1.1940,07-25,-1.70%,0.25%,3.48%,9.89%,2,0.08%
1973,1974,001166,建信环保产业股票,0.7650,07-25,-1.70%,-0.97%,--,--,0,0.15%
1974,1975,002383,大成趋势回报灵活配置混合,0.9260,07-25,-1.71%,--,--,--,0,0.15%
1975,1976,001449,华商双驱优选混合,1.0340,07-25,-1.72%,7.93%,--,--,0,0.15%
1976,1977,519965,长信量化多策略股票A,1.2220,07-25,-1.72%,8.97%,--,--,0,0.15%
1977,1978,217009,招商核心价值,1.0757,07-25,-1.72%,-2.35%,0.67%,14.03%,1,0.15%
1978,1979,320013,诺安全球黄金,0.7980,07-24,-1.72%,3.83%,5.47%,-0.27%,0,0.08%
1979,1980,217008,招商安本增利债券,1.3363,07-25,-1.73%,-1.69%,2.20%,18.72%,2,0.00%
1980,1981,000616,上投摩根优信增利债券A,1.3550,07-25,-1.74%,-1.55%,4.70%,--,0,0.08%
1981,1982,001417,汇添富医疗服务混合,0.8230,07-25,-1.77%,-3.49%,--,--,0,0.15%
1982,1983,161223,国投瑞银中证创业指数分级,0.7020,07-25,-1.78%,-3.49%,--,--,0,0.05%
1983,1984,000377,上投双债增利A,1.0220,07-25,-1.78%,1.10%,8.19%,--,3,0.08%
1984,1985,001599,天弘中证高端装备制造A,0.8868,07-25,-1.79%,-3.72%,--,--,0,0.10%
1985,1986,001052,华夏中证500ETF联接,0.6540,07-25,-1.79%,-2.75%,--,--,0,0.12%
1986,1987,160119,南方中证500ETF联接A,1.5157,07-25,-1.79%,-2.03%,2.32%,32.31%,0,0.12%
1987,1988,550007,信诚经典优债债券B,1.1640,07-25,-1.81%,0.07%,2.79%,9.47%,2,0.00%
1988,1989,519126,浦银安盛新经济结构混合,1.3630,07-25,-1.81%,0.81%,3.11%,--,0,0.15%
1989,1990,519697,交银优势行业混合,2.4180,07-25,-1.82%,7.58%,30.06%,83.26%,5,0.15%
1990,1991,002903,广发中证500ETF联接C,1.0489,07-25,-1.83%,--,--,--,0,0.00%
1991,1992,202105,南方广利债券A/B,1.2920,07-25,-1.85%,-2.65%,-1.18%,13.79%,2,0.08%
1992,1993,000663,国投瑞银美丽中国混合,1.4400,07-25,-1.86%,-6.35%,9.93%,--,0,0.15%
1993,1994,202110,南方润元C,1.1710,07-25,-1.86%,-0.12%,2.86%,8.78%,1,0.00%
1994,1995,000279,华商红利优选灵活配置,0.9710,07-25,-1.87%,-0.16%,20.47%,--,5,0.15%
1995,1996,090012,大成深证成长40联接,0.9530,07-25,-1.89%,-3.08%,0.15%,11.33%,0,0.12%
1996,1997,163818,中银中小盘成长混合,1.3610,07-25,-1.91%,-3.92%,-4.41%,11.57%,2,0.15%
1997,1998,168001,国寿安保中证养老产业指数分级,0.7700,07-25,-1.93%,-3.10%,--,--,0,0.10%
1998,1999,000609,华商新量化灵活配置混合,1.6450,07-25,-1.93%,1.05%,5.65%,--,0,0.15%
1999,2000,000870,嘉实新收益混合,1.2330,07-25,-1.95%,-1.57%,--,--,0,0.06%
2000,2001,001157,国联安睿祺灵活配置混合,1.0223,07-25,-1.95%,-1.33%,--,--,0,0.15%
2001,2002,000378,上投双债增利C,1.0200,07-25,-1.95%,0.72%,7.71%,--,3,0.00%
2002,2003,001600,天弘中证高端装备制造C,0.8815,07-25,-1.95%,-4.00%,--,--,0,0.00%
2003,2004,000962,天弘中证500指数,1.0020,07-25,-1.99%,-2.67%,--,--,0,0.10%
2004,2005,000617,上投摩根优信增利债券C,1.3370,07-25,-2.00%,-2.01%,3.96%,--,0,0.00%
2005,2006,001763,广发多策略混合,0.9170,07-25,-2.04%,--,--,--,0,0.15%
2006,2007,000124,华宝服务优选混合,1.6710,07-25,-2.07%,-7.00%,6.17%,--,5,0.15%
2007,2008,002397,中邮增力债券,0.9750,07-25,-2.09%,--,--,--,0,0.08%
2008,2009,460005,华泰柏瑞价值增长混合,2.3556,07-25,-2.09%,0.66%,24.26%,76.09%,4,0.15%
2009,2010,580005,东吴进取策略,0.9669,07-25,-2.10%,1.96%,2.42%,19.03%,1,0.15%
2010,2011,630008,华商策略精选,1.3750,07-25,-2.10%,-0.40%,2.13%,29.21%,3,0.15%
2011,2012,001297,平安大华智慧中国混合,0.5540,07-25,-2.10%,-12.66%,--,--,0,0.15%
2012,2013,202107,南方广利债券C,1.2670,07-25,-2.11%,-3.05%,-1.55%,13.14%,2,0.00%
2013,2014,630003,华商增强债券A,1.2770,07-25,-2.12%,-1.35%,4.40%,21.93%,3,0.08%
2014,2015,001643,汇丰晋信智造先锋股票A,0.9623,07-25,-2.12%,--,--,--,0,0.15%
2015,2016,000398,华富灵活配置混合,1.0190,07-25,-2.13%,-1.87%,2.17%,--,0,0.15%
2016,2017,001500,泓德远见回报混合,1.0640,07-25,-2.14%,--,--,--,0,0.15%
2017,2018,000080,天治可转债A,1.1270,07-25,-2.14%,-7.83%,-9.13%,--,1,0.08%
2018,2019,040035,华安逆向策略混合,2.5610,07-25,-2.15%,6.20%,33.35%,--,4,0.15%
2019,2020,163113,申万菱信申万证券分级,1.0617,07-25,-2.16%,-3.08%,-6.64%,--,0,0.12%
2020,2021,050201,博时价值增长二号,0.6590,07-25,-2.17%,-3.07%,-4.08%,1.42%,1,0.20%
2021,2022,001701,中融产业升级混合,0.9630,07-25,-2.19%,--,--,--,0,0.15%
2022,2023,160514,博时稳健回报债券(LOF)C,1.2510,07-25,-2.19%,-0.85%,4.55%,18.09%,0,0.00%
2023,2024,688888,浙商聚潮产业成长混合,1.2490,07-25,-2.19%,2.15%,18.34%,43.03%,4,0.15%
2024,2025,161224,国投瑞银新丝路混合(LOF),1.0330,07-25,-2.20%,5.12%,--,--,0,0.15%
2025,2026,001979,南方沪港深价值,0.9970,07-25,-2.20%,--,--,--,0,0.15%
2026,2027,070011,嘉实策略增长,1.2020,07-25,-2.22%,-6.61%,-3.16%,16.37%,2,0.15%
2027,2028,206002,鹏华精选成长混合,1.2040,07-25,-2.22%,-8.65%,-5.74%,14.67%,1,0.15%
2028,2029,180029,银华永泰积极债券A,1.3010,07-25,-2.22%,-1.30%,3.61%,12.51%,1,0.08%
2029,2030,001455,景顺长城中证500ETF联接,0.8000,07-25,-2.25%,-3.55%,--,--,0,0.12%
2030,2031,001644,汇丰晋信智造先锋股票C,0.9542,07-25,-2.26%,--,--,--,0,0.00%
2031,2032,002708,大摩健康产业混合,1.0070,07-25,-2.26%,--,--,--,0,0.15%
2032,2033,501001,财通多策略精选混合(LOF),1.0280,07-25,-2.26%,0.22%,--,--,0,0.15%
2033,2034,163804,中银收益混合A,1.1987,07-25,-2.29%,-2.45%,3.35%,28.06%,3,0.15%
2034,2035,162010,长城久兆中小板300,1.0460,07-25,-2.31%,-3.63%,-1.76%,17.28%,0,0.12%
2035,2036,519957,长信睿进混合A,0.9350,07-25,-2.31%,-3.73%,--,--,0,0.15%
2036,2037,001127,中银宏观策略混合,0.6240,07-25,-2.32%,-5.81%,--,--,0,0.15%
2037,2038,580003,东吴行业轮动混合,0.7546,07-25,-2.32%,1.43%,5.07%,13.54%,4,0.15%
2038,2039,000081,天治可转债C,1.1120,07-25,-2.34%,-8.19%,-9.59%,--,1,0.00%
2039,2040,000966,中邮核心科技创新灵活配置混合,0.9030,07-25,-2.38%,-4.30%,--,--,0,0.15%
2040,2041,160805,长盛同智优势,0.8137,07-25,-2.38%,-8.76%,-9.57%,5.86%,2,0.15%
2041,2042,001224,中邮新思路灵活配置混合,1.0320,07-25,-2.40%,--,--,--,0,0.15%
2042,2043,630103,华商增强债券B,1.2470,07-25,-2.40%,-1.85%,3.63%,20.43%,3,0.00%
2043,2044,202019,南方策略优化混合,1.5090,07-25,-2.41%,8.20%,24.98%,69.57%,5,0.15%
2044,2045,550009,信诚中小盘混合,1.4400,07-25,-2.41%,-6.21%,-1.81%,32.31%,2,0.15%
2045,2046,180030,银华永泰积极债券C,1.2550,07-25,-2.43%,-1.72%,2.87%,10.78%,1,0.00%
2046,2047,001181,南方改革机遇,0.9320,07-25,-2.45%,1.23%,--,--,0,0.15%
2047,2048,001072,华安智能装备主题股票,0.9310,07-25,-2.48%,2.11%,--,--,0,0.15%
2048,2049,001113,南方大数据100A,0.8717,07-25,-2.51%,1.19%,--,--,0,0.12%
2049,2050,573003,诺德增强债券,1.0550,07-25,-2.53%,-3.65%,-4.74%,-0.85%,1,0.00%
2050,2051,000404,易方达新兴成长灵活配置,2.0060,07-25,-2.53%,-9.32%,4.04%,--,4,0.15%
2051,2052,000589,光大保德信银发商机混合,1.3890,07-25,-2.54%,-0.46%,7.15%,--,0,0.15%
2052,2053,160512,博时卓越品牌混合(LOF),2.2330,07-25,-2.54%,9.19%,22.39%,66.53%,3,0.15%
2053,2054,519002,华安安信消费混合,1.3030,07-25,-2.55%,5.21%,14.57%,--,4,0.15%
2054,2055,410009,华富量子生命力混合,1.0346,07-25,-2.57%,3.07%,4.57%,19.26%,3,0.15%
2055,2056,001556,天弘中证全指房地产A,0.7681,07-25,-2.60%,-1.85%,--,--,0,0.10%
2056,2057,001709,华富物联世界灵活配置混合,1.0400,07-25,-2.60%,--,--,--,0,0.15%
2057,2058,000747,广发逆向策略混合,1.4860,07-25,-2.61%,-0.09%,--,--,0,0.15%
2058,2059,163801,中银中国精选,1.1537,07-25,-2.63%,-3.58%,-1.88%,12.31%,1,0.15%
2059,2060,660011,农银中证500,1.5658,07-25,-2.65%,-3.90%,-1.80%,23.82%,0,0.15%
2060,2061,000805,中银新经济灵活配置混合,1.3130,07-25,-2.68%,-9.87%,--,--,0,0.15%
2061,2062,161719,招商可转债分级债券,0.9730,07-25,-2.70%,-4.29%,--,--,0,0.07%
